State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,Amenities_Count,Floor_Ratio,Good_Investment
Rajasthan,Jodhpur,Locality_90,Apartment,1,4173,468.69,0.11,1990,Semi-furnished,20,27,36,8,9,1,1,0,"Pool, Garden, Playground, Gym",East,Broker,Ready_to_Move,4,0.7407407407407407,0
Maharashtra,Nagpur,Locality_75,Villa,3,4017,208.23,0.05,2010,Semi-furnished,6,9,16,2,3,1,1,0,"Pool, Playground, Clubhouse, Gym, Garden",North,Owner,Under_Construction,5,0.6666666666666666,0
Jharkhand,Jamshedpur,Locality_156,Apartment,5,2421,109.99,0.05,2009,Furnished,7,8,17,9,6,2,1,1,"Playground, Garden, Pool, Clubhouse",North,Owner,Under_Construction,4,0.875,1
Jharkhand,Ranchi,Locality_130,Villa,5,2527,456.52,0.18,2012,Unfurnished,15,16,14,5,3,3,0,1,Gym,West,Owner,Ready_to_Move,1,0.9375,0
Uttarakhand,Haridwar,Locality_338,Apartment,1,2684,216.37,0.08,2006,Semi-furnished,7,10,20,9,1,1,0,1,Pool,West,Broker,Ready_to_Move,1,0.7,0
Karnataka,Mysore,Locality_344,Independent House,4,1426,297.91,0.21,2007,Semi-furnished,13,20,19,4,9,2,1,1,"Clubhouse, Gym, Garden, Pool, Playground",East,Broker,Ready_to_Move,5,0.65,0
Gujarat,Ahmedabad,Locality_218,Villa,4,2736,105.61,0.04,2006,Semi-furnished,4,25,20,8,3,1,1,1,Garden,East,Broker,Under_Construction,1,0.16,0
Uttarakhand,Dehradun,Locality_59,Villa,5,3695,282.89,0.08,2000,Furnished,6,29,26,8,7,2,1,1,Garden,West,Owner,Under_Construction,1,0.20689655172413793,0
Punjab,Amritsar,Locality_4,Apartment,4,2919,257.66,0.09,2010,Semi-furnished,1,1,16,3,8,3,0,0,Garden,West,Owner,Under_Construction,1,1.0,0
Uttarakhand,Dehradun,Locality_461,Independent House,4,789,145.5,0.18,2014,Furnished,11,14,12,1,5,2,1,0,"Garden, Pool, Gym",East,Owner,Ready_to_Move,3,0.7857142857142857,0
Jharkhand,Jamshedpur,Locality_241,Apartment,2,3631,64.67,0.02,2013,Unfurnished,8,12,13,1,8,1,0,1,Playground,West,Owner,Under_Construction,1,0.6666666666666666,0
Uttar Pradesh,Lucknow,Locality_213,Villa,2,1347,431.74,0.32,1999,Semi-furnished,4,30,27,3,4,2,0,1,"Gym, Pool",West,Owner,Ready_to_Move,2,0.13333333333333333,0
Telangana,Warangal,Locality_255,Independent House,2,4260,400.47,0.09,2008,Furnished,24,27,18,7,1,1,0,0,"Pool, Clubhouse, Playground, Garden",South,Builder,Ready_to_Move,4,0.8888888888888888,0
Uttarakhand,Dehradun,Locality_294,Apartment,5,3191,242.35,0.08,2023,Semi-furnished,16,21,3,6,10,3,0,1,"Playground, Clubhouse, Pool",East,Owner,Ready_to_Move,3,0.7619047619047619,1
Chhattisgarh,Raipur,Locality_94,Independent House,3,3524,43.9,0.01,1990,Furnished,15,24,36,4,2,1,0,1,"Gym, Clubhouse, Garden",North,Builder,Under_Construction,3,0.625,0
Assam,Silchar,Locality_224,Villa,5,4704,160.13,0.03,1996,Unfurnished,7,17,30,5,6,3,1,1,"Garden, Playground, Pool",South,Broker,Ready_to_Move,3,0.4117647058823529,1
Uttar Pradesh,Noida,Locality_481,Independent House,3,1813,143.28,0.08,2020,Furnished,6,17,6,2,10,3,1,0,"Clubhouse, Gym, Garden",East,Builder,Ready_to_Move,3,0.35294117647058826,1
West Bengal,Durgapur,Locality_425,Apartment,1,3848,218.42,0.06,1992,Furnished,2,30,34,2,5,3,0,1,"Gym, Clubhouse",North,Broker,Under_Construction,2,0.06666666666666667,0
Kerala,Trivandrum,Locality_448,Independent House,3,3165,234.13,0.07,2015,Semi-furnished,4,22,11,1,4,2,1,1,"Playground, Garden",South,Broker,Under_Construction,2,0.18181818181818182,0
Uttarakhand,Haridwar,Locality_430,Villa,5,2698,498.08,0.18,2021,Unfurnished,23,28,5,1,1,1,0,1,"Pool, Gym, Clubhouse",North,Builder,Under_Construction,3,0.8214285714285714,0
West Bengal,Kolkata,Locality_360,Independent House,5,3073,70.63,0.02,1995,Unfurnished,3,27,31,8,2,3,0,0,"Garden, Playground, Pool, Clubhouse, Gym",West,Builder,Ready_to_Move,5,0.1111111111111111,1
Andhra Pradesh,Vijayawada,Locality_58,Apartment,5,3894,177.11,0.05,2013,Furnished,0,14,13,1,5,3,1,0,"Clubhouse, Playground, Gym",West,Owner,Ready_to_Move,3,0.0,1
Rajasthan,Jodhpur,Locality_494,Apartment,5,3077,84.98,0.03,2001,Furnished,0,1,25,5,9,1,0,0,"Pool, Garden, Playground, Gym, Clubhouse",West,Builder,Ready_to_Move,5,0.0,0
Andhra Pradesh,Vijayawada,Locality_188,Independent House,1,1714,37.7,0.02,2007,Unfurnished,4,8,19,10,6,3,0,0,"Clubhouse, Garden, Pool, Gym, Playground",East,Owner,Under_Construction,5,0.5,1
Telangana,Warangal,Locality_260,Independent House,1,4979,183.45,0.04,1998,Furnished,11,19,28,2,10,2,1,0,"Gym, Pool",West,Owner,Ready_to_Move,2,0.5789473684210527,0
Tamil Nadu,Chennai,Locality_323,Apartment,5,2044,292.41,0.14,2020,Semi-furnished,21,29,6,2,5,2,0,1,"Gym, Playground",South,Broker,Under_Construction,2,0.7241379310344828,0
Punjab,Amritsar,Locality_378,Independent House,3,2307,337.83,0.15,2023,Furnished,8,9,3,7,7,1,1,0,"Clubhouse, Pool, Garden",South,Builder,Under_Construction,3,0.8888888888888888,0
Madhya Pradesh,Indore,Locality_193,Independent House,1,2200,458.04,0.21,2000,Unfurnished,15,21,26,3,2,2,1,0,"Garden, Clubhouse, Pool, Gym, Playground",East,Owner,Ready_to_Move,5,0.7142857142857143,0
Odisha,Cuttack,Locality_141,Independent House,3,4791,325.52,0.07,2008,Furnished,7,27,18,9,10,1,0,1,"Playground, Pool, Garden, Clubhouse",South,Broker,Under_Construction,4,0.25925925925925924,0
Kerala,Trivandrum,Locality_164,Independent House,1,2383,151.13,0.06,2002,Unfurnished,23,28,24,1,3,2,0,1,"Clubhouse, Playground, Garden",East,Broker,Ready_to_Move,3,0.8214285714285714,1
Uttar Pradesh,Lucknow,Locality_282,Apartment,1,1728,328.17,0.19,2002,Semi-furnished,20,24,24,3,6,2,1,1,"Garden, Clubhouse, Playground, Gym, Pool",West,Builder,Under_Construction,5,0.8333333333333334,0
Karnataka,Mysore,Locality_192,Independent House,4,1548,301.43,0.19,2001,Furnished,1,18,25,4,10,2,1,1,"Pool, Clubhouse, Playground, Gym",North,Builder,Under_Construction,4,0.05555555555555555,0
Gujarat,Surat,Locality_468,Independent House,3,3260,252.22,0.08,2017,Unfurnished,8,16,9,7,5,2,0,1,"Gym, Pool",East,Owner,Ready_to_Move,2,0.5,0
Odisha,Cuttack,Locality_69,Independent House,5,1842,206.14,0.11,2018,Unfurnished,6,28,8,5,6,1,1,1,"Clubhouse, Playground, Pool",East,Broker,Ready_to_Move,3,0.21428571428571427,0
Telangana,Warangal,Locality_226,Villa,5,4121,109.68,0.03,1990,Unfurnished,3,17,36,2,2,3,1,1,"Gym, Clubhouse",East,Broker,Ready_to_Move,2,0.17647058823529413,0
Uttarakhand,Haridwar,Locality_373,Independent House,5,1481,227.33,0.15,1997,Unfurnished,25,30,29,5,7,3,1,0,"Gym, Clubhouse, Pool",North,Broker,Ready_to_Move,3,0.8333333333333334,0
Chhattisgarh,Bilaspur,Locality_330,Apartment,4,3361,429.99,0.13,1998,Semi-furnished,0,3,28,2,6,1,0,1,"Garden, Pool",West,Builder,Ready_to_Move,2,0.0,0
Assam,Silchar,Locality_388,Villa,1,4784,21.89,0.0,2017,Semi-furnished,5,11,9,3,7,1,0,0,"Gym, Clubhouse, Pool",East,Broker,Under_Construction,3,0.45454545454545453,0
Rajasthan,Jodhpur,Locality_1,Independent House,1,1945,340.36,0.17,1992,Furnished,3,28,34,9,6,1,1,0,"Clubhouse, Pool",North,Owner,Under_Construction,2,0.10714285714285714,0
Madhya Pradesh,Indore,Locality_294,Villa,5,1816,79.76,0.04,2023,Furnished,5,8,3,7,9,1,1,0,Playground,North,Builder,Under_Construction,1,0.625,0
Punjab,Ludhiana,Locality_416,Apartment,1,2683,155.37,0.06,1999,Furnished,8,30,27,2,6,1,0,0,"Playground, Pool, Clubhouse, Gym",North,Broker,Ready_to_Move,4,0.26666666666666666,0
Uttar Pradesh,Lucknow,Locality_38,Villa,4,1954,98.11,0.05,2004,Unfurnished,10,13,22,10,1,3,0,1,"Clubhouse, Pool, Gym, Garden, Playground",East,Owner,Under_Construction,5,0.7692307692307693,1
Assam,Silchar,Locality_309,Villa,4,2107,91.67,0.04,1991,Unfurnished,3,8,35,5,3,1,0,0,"Gym, Playground, Clubhouse, Pool, Garden",West,Builder,Under_Construction,5,0.375,0
Uttar Pradesh,Lucknow,Locality_239,Villa,5,2221,240.91,0.11,2018,Furnished,16,20,8,2,1,3,0,1,"Gym, Pool",West,Builder,Under_Construction,2,0.8,0
Rajasthan,Jaipur,Locality_187,Apartment,1,4780,439.86,0.09,1991,Unfurnished,7,30,35,8,10,2,1,0,"Playground, Clubhouse",North,Owner,Under_Construction,2,0.23333333333333334,0
Odisha,Cuttack,Locality_158,Villa,3,1353,327.24,0.24,2002,Furnished,0,27,24,7,6,1,0,1,"Gym, Playground, Garden",North,Builder,Ready_to_Move,3,0.0,0
Madhya Pradesh,Indore,Locality_439,Independent House,2,1926,50.85,0.03,2003,Unfurnished,21,21,23,5,8,2,1,1,"Clubhouse, Garden",North,Builder,Ready_to_Move,2,1.0,0
Maharashtra,Mumbai,Locality_119,Villa,1,975,143.71,0.15,2018,Furnished,7,25,8,10,3,3,0,1,"Pool, Gym, Garden, Playground",South,Broker,Under_Construction,4,0.28,0
Madhya Pradesh,Indore,Locality_92,Independent House,2,1164,99.91,0.09,1997,Furnished,1,2,29,3,3,2,0,1,"Garden, Clubhouse, Pool, Playground, Gym",North,Builder,Ready_to_Move,5,0.5,0
Rajasthan,Jodhpur,Locality_153,Apartment,1,1523,362.72,0.24,2013,Unfurnished,14,14,13,3,9,2,0,1,"Playground, Pool, Gym, Garden",West,Builder,Under_Construction,4,1.0,0
Uttar Pradesh,Noida,Locality_421,Apartment,4,3001,187.83,0.06,2004,Furnished,16,16,22,1,9,3,1,0,"Pool, Clubhouse, Playground",North,Broker,Under_Construction,3,1.0,1
West Bengal,Kolkata,Locality_46,Villa,2,4459,397.08,0.09,2023,Semi-furnished,14,24,3,6,6,3,0,0,Garden,West,Builder,Ready_to_Move,1,0.5833333333333334,0
Chhattisgarh,Raipur,Locality_357,Villa,1,4499,492.8,0.11,1998,Unfurnished,1,18,28,7,4,1,0,1,"Clubhouse, Gym",North,Builder,Under_Construction,2,0.05555555555555555,0
Chhattisgarh,Bilaspur,Locality_435,Independent House,3,4844,266.1,0.05,1996,Semi-furnished,8,11,30,8,8,3,1,0,"Garden, Pool",West,Owner,Under_Construction,2,0.7272727272727273,0
Punjab,Amritsar,Locality_302,Independent House,1,3588,30.64,0.01,2003,Furnished,5,26,23,3,1,3,0,0,"Garden, Playground, Gym",West,Broker,Under_Construction,3,0.19230769230769232,1
Andhra Pradesh,Vishakhapatnam,Locality_155,Apartment,4,3703,389.34,0.11,1993,Unfurnished,20,26,33,10,2,2,0,0,"Clubhouse, Playground, Pool, Garden, Gym",North,Broker,Under_Construction,5,0.7692307692307693,0
Delhi,New Delhi,Locality_267,Villa,3,3535,496.86,0.14,1994,Semi-furnished,3,24,32,5,5,3,0,1,"Playground, Garden",East,Builder,Ready_to_Move,2,0.125,0
Madhya Pradesh,Bhopal,Locality_235,Independent House,1,2540,456.39,0.18,2014,Furnished,12,17,12,5,6,1,1,1,"Gym, Pool, Clubhouse",West,Owner,Ready_to_Move,3,0.7058823529411765,0
Chhattisgarh,Raipur,Locality_273,Villa,4,3709,91.0,0.02,2007,Unfurnished,17,22,19,2,9,1,1,1,"Gym, Clubhouse, Garden",North,Owner,Under_Construction,3,0.7727272727272727,0
Kerala,Kochi,Locality_31,Villa,2,4672,60.69,0.01,2020,Semi-furnished,2,14,6,8,2,3,0,0,"Playground, Clubhouse",North,Broker,Ready_to_Move,2,0.14285714285714285,0
Uttar Pradesh,Lucknow,Locality_126,Independent House,4,3759,212.52,0.06,2003,Semi-furnished,10,21,23,8,6,3,1,0,Clubhouse,South,Owner,Under_Construction,1,0.47619047619047616,0
Chhattisgarh,Bilaspur,Locality_84,Independent House,3,4541,378.37,0.08,2003,Furnished,21,30,23,2,2,2,0,0,"Gym, Playground, Clubhouse",North,Owner,Ready_to_Move,3,0.7,1
Haryana,Faridabad,Locality_328,Villa,3,4988,131.28,0.03,2007,Semi-furnished,6,21,19,2,8,3,1,1,"Gym, Playground, Clubhouse",West,Broker,Under_Construction,3,0.2857142857142857,1
Assam,Guwahati,Locality_226,Apartment,1,4876,132.13,0.03,2008,Semi-furnished,8,28,18,6,4,1,0,0,"Playground, Gym, Clubhouse",East,Owner,Under_Construction,3,0.2857142857142857,0
Maharashtra,Pune,Locality_499,Independent House,5,2729,11.69,0.0,2022,Furnished,4,18,4,6,8,1,0,1,"Gym, Playground, Pool",West,Builder,Under_Construction,3,0.2222222222222222,0
Odisha,Cuttack,Locality_177,Villa,2,4448,495.56,0.11,2017,Furnished,8,24,9,10,4,1,0,1,"Playground, Pool, Gym, Clubhouse, Garden",West,Builder,Under_Construction,5,0.3333333333333333,0
Rajasthan,Jodhpur,Locality_193,Villa,2,2089,263.83,0.13,1991,Furnished,18,28,35,10,1,2,1,1,"Playground, Garden, Pool, Gym, Clubhouse",East,Builder,Under_Construction,5,0.6428571428571429,0
Delhi,New Delhi,Locality_484,Apartment,5,4692,10.89,0.0,2002,Furnished,4,16,24,6,2,3,0,1,"Playground, Garden",South,Builder,Under_Construction,2,0.25,0
Andhra Pradesh,Vijayawada,Locality_127,Apartment,4,1734,488.11,0.28,2000,Furnished,13,27,26,6,7,2,1,0,"Playground, Clubhouse, Garden",West,Owner,Under_Construction,3,0.48148148148148145,0
Gujarat,Ahmedabad,Locality_61,Villa,1,3618,340.61,0.09,1991,Semi-furnished,12,28,35,3,4,3,1,0,Pool,South,Broker,Ready_to_Move,1,0.42857142857142855,0
Madhya Pradesh,Indore,Locality_237,Villa,3,2409,442.59,0.18,1990,Furnished,10,29,36,8,3,3,1,1,"Garden, Playground",East,Broker,Under_Construction,2,0.3448275862068966,0
Uttar Pradesh,Noida,Locality_33,Independent House,2,2110,369.05,0.17,2017,Semi-furnished,7,16,9,2,2,1,1,0,"Playground, Gym",West,Broker,Under_Construction,2,0.4375,0
Haryana,Faridabad,Locality_156,Independent House,1,2374,71.19,0.03,1995,Unfurnished,16,21,31,1,8,1,0,0,"Garden, Playground, Clubhouse",West,Owner,Under_Construction,3,0.7619047619047619,0
Madhya Pradesh,Bhopal,Locality_94,Villa,5,1452,233.78,0.16,1999,Semi-furnished,2,12,27,7,1,1,1,1,"Garden, Playground, Clubhouse",West,Broker,Under_Construction,3,0.16666666666666666,0
Kerala,Kochi,Locality_168,Independent House,4,4280,345.13,0.08,2010,Furnished,21,21,16,7,6,3,1,1,Playground,East,Builder,Ready_to_Move,1,1.0,0
Uttarakhand,Haridwar,Locality_407,Independent House,5,1023,93.32,0.09,2014,Unfurnished,9,29,12,10,9,1,0,1,"Garden, Gym, Playground, Pool, Clubhouse",East,Owner,Ready_to_Move,5,0.3103448275862069,0
Andhra Pradesh,Vishakhapatnam,Locality_462,Apartment,3,863,122.19,0.14,2021,Semi-furnished,14,29,5,10,5,2,1,0,"Gym, Pool, Playground, Clubhouse, Garden",West,Broker,Under_Construction,5,0.4827586206896552,0
Uttarakhand,Dehradun,Locality_280,Villa,3,1759,371.67,0.21,2001,Furnished,23,23,25,1,3,3,0,1,Gym,West,Broker,Ready_to_Move,1,1.0,0
Assam,Guwahati,Locality_451,Independent House,4,2202,195.25,0.09,1994,Unfurnished,19,20,32,9,3,2,0,1,Playground,North,Owner,Under_Construction,1,0.95,0
Chhattisgarh,Bilaspur,Locality_142,Independent House,1,1147,213.22,0.19,2014,Furnished,5,9,12,4,7,3,1,1,Playground,West,Broker,Under_Construction,1,0.5555555555555556,0
Telangana,Warangal,Locality_172,Independent House,5,2011,436.41,0.22,1991,Furnished,5,24,35,2,7,3,1,0,"Clubhouse, Playground, Gym",North,Broker,Under_Construction,3,0.20833333333333334,0
Uttarakhand,Haridwar,Locality_482,Independent House,3,3186,405.6,0.13,2017,Unfurnished,0,26,9,3,2,3,1,1,"Pool, Clubhouse, Garden, Gym",East,Owner,Under_Construction,4,0.0,0
Assam,Silchar,Locality_230,Independent House,1,4039,30.57,0.01,2023,Furnished,6,15,3,1,1,1,0,1,Gym,North,Owner,Under_Construction,1,0.4,0
Maharashtra,Mumbai,Locality_336,Apartment,1,3180,465.95,0.15,2018,Semi-furnished,2,9,8,7,3,2,1,1,"Gym, Playground, Clubhouse",South,Builder,Ready_to_Move,3,0.2222222222222222,0
West Bengal,Durgapur,Locality_341,Apartment,5,4713,377.91,0.08,2010,Semi-furnished,10,15,16,4,6,3,0,1,"Pool, Gym, Clubhouse",South,Owner,Under_Construction,3,0.6666666666666666,1
West Bengal,Durgapur,Locality_333,Apartment,5,3433,21.85,0.01,2001,Unfurnished,2,28,25,5,5,3,0,0,"Garden, Pool, Clubhouse, Gym, Playground",East,Owner,Ready_to_Move,5,0.07142857142857142,1
Karnataka,Mysore,Locality_499,Apartment,3,4054,361.69,0.09,2000,Furnished,1,4,26,10,10,1,0,0,Playground,West,Builder,Under_Construction,1,0.25,0
Karnataka,Bangalore,Locality_454,Independent House,2,2134,482.06,0.23,2014,Unfurnished,3,25,12,2,1,3,1,1,Clubhouse,East,Owner,Ready_to_Move,1,0.12,0
Uttarakhand,Haridwar,Locality_392,Apartment,3,4908,134.18,0.03,2006,Furnished,1,4,20,9,6,3,1,0,"Clubhouse, Playground, Gym",East,Owner,Ready_to_Move,3,0.25,1
Telangana,Warangal,Locality_242,Independent House,2,4720,465.32,0.1,2009,Furnished,25,30,17,8,10,3,1,1,Garden,North,Broker,Ready_to_Move,1,0.8333333333333334,0
Andhra Pradesh,Vijayawada,Locality_35,Apartment,2,3724,65.64,0.02,1995,Unfurnished,5,21,31,1,3,1,0,0,"Pool, Gym, Garden, Playground, Clubhouse",West,Owner,Ready_to_Move,5,0.23809523809523808,0
Assam,Guwahati,Locality_308,Independent House,1,825,211.25,0.26,2007,Semi-furnished,0,22,19,10,10,2,1,1,"Clubhouse, Playground, Garden, Pool",West,Builder,Ready_to_Move,4,0.0,0
Uttar Pradesh,Noida,Locality_4,Independent House,4,2806,208.67,0.07,2012,Unfurnished,1,9,14,6,7,1,1,1,"Playground, Clubhouse, Garden, Gym",North,Owner,Ready_to_Move,4,0.1111111111111111,0
Uttarakhand,Dehradun,Locality_123,Apartment,2,4589,247.29,0.05,1990,Semi-furnished,7,14,36,10,8,1,0,1,"Gym, Playground, Pool, Clubhouse",North,Broker,Ready_to_Move,4,0.5,0
Jharkhand,Ranchi,Locality_485,Apartment,5,2063,133.27,0.06,1997,Furnished,3,19,29,4,1,3,1,1,"Playground, Pool, Clubhouse, Garden",West,Broker,Under_Construction,4,0.15789473684210525,1
Maharashtra,Mumbai,Locality_353,Apartment,1,1302,293.37,0.23,2009,Furnished,15,22,17,9,9,1,1,0,Gym,North,Owner,Ready_to_Move,1,0.6818181818181818,0
Karnataka,Mangalore,Locality_451,Villa,4,3670,409.9,0.11,2000,Semi-furnished,24,28,26,3,5,3,0,0,"Garden, Clubhouse, Pool, Gym",South,Builder,Under_Construction,4,0.8571428571428571,0
Gujarat,Ahmedabad,Locality_256,Independent House,4,2316,458.84,0.2,2007,Semi-furnished,15,16,19,10,9,3,0,1,Pool,North,Broker,Ready_to_Move,1,0.9375,0
Karnataka,Mangalore,Locality_296,Villa,4,893,16.6,0.02,2009,Unfurnished,16,27,17,1,10,2,1,0,"Gym, Playground, Garden, Pool, Clubhouse",South,Builder,Ready_to_Move,5,0.5925925925925926,1
Gujarat,Ahmedabad,Locality_122,Independent House,2,2204,73.51,0.03,2017,Unfurnished,16,16,9,5,2,1,1,1,Pool,East,Builder,Ready_to_Move,1,1.0,0
Rajasthan,Jaipur,Locality_178,Apartment,3,4385,361.67,0.08,2021,Furnished,4,12,5,5,3,3,0,1,Clubhouse,North,Broker,Ready_to_Move,1,0.3333333333333333,0
Delhi,New Delhi,Locality_280,Independent House,4,1905,134.7,0.07,2019,Unfurnished,14,17,7,2,8,2,0,0,"Garden, Playground, Gym",North,Builder,Under_Construction,3,0.8235294117647058,1
Tamil Nadu,Chennai,Locality_81,Apartment,3,4317,330.84,0.08,2004,Furnished,0,18,22,3,7,2,0,1,"Pool, Gym, Playground, Clubhouse",South,Owner,Under_Construction,4,0.0,1
Haryana,Faridabad,Locality_271,Villa,5,2254,16.84,0.01,2002,Unfurnished,15,29,24,1,5,2,0,0,Playground,South,Broker,Ready_to_Move,1,0.5172413793103449,0
Uttarakhand,Haridwar,Locality_4,Apartment,5,4778,89.81,0.02,2001,Furnished,1,13,25,10,10,2,1,1,Pool,East,Owner,Under_Construction,1,0.07692307692307693,0
Rajasthan,Jaipur,Locality_185,Apartment,2,3239,142.28,0.04,1999,Semi-furnished,11,22,27,6,5,1,0,1,"Garden, Gym, Clubhouse, Playground, Pool",North,Broker,Ready_to_Move,5,0.5,0
Punjab,Amritsar,Locality_409,Villa,5,3873,197.43,0.05,2023,Semi-furnished,20,27,3,8,9,2,1,0,"Playground, Garden",South,Broker,Ready_to_Move,2,0.7407407407407407,0
Telangana,Warangal,Locality_401,Independent House,1,1037,252.63,0.24,1993,Semi-furnished,7,24,33,6,9,1,0,0,Garden,East,Broker,Ready_to_Move,1,0.2916666666666667,0
Haryana,Gurgaon,Locality_305,Apartment,4,2673,264.77,0.1,2017,Semi-furnished,15,17,9,4,7,2,1,1,"Gym, Garden",North,Broker,Ready_to_Move,2,0.8823529411764706,0
Kerala,Kochi,Locality_492,Apartment,2,2240,182.86,0.08,2003,Semi-furnished,20,30,23,10,10,1,1,1,"Pool, Gym, Playground, Clubhouse",West,Builder,Under_Construction,4,0.6666666666666666,0
Telangana,Hyderabad,Locality_117,Villa,3,3843,213.2,0.06,2013,Furnished,7,7,13,1,7,3,1,1,"Playground, Pool",East,Broker,Ready_to_Move,2,1.0,0
Bihar,Gaya,Locality_316,Apartment,1,3562,325.36,0.09,2008,Semi-furnished,14,18,18,5,6,1,0,0,"Clubhouse, Pool, Gym, Garden",South,Owner,Under_Construction,4,0.7777777777777778,0
Andhra Pradesh,Vijayawada,Locality_330,Independent House,2,2779,241.56,0.09,2020,Unfurnished,22,22,6,10,8,1,0,1,"Gym, Pool, Clubhouse, Garden, Playground",South,Owner,Under_Construction,5,1.0,0
Jharkhand,Jamshedpur,Locality_364,Independent House,1,4901,91.51,0.02,1995,Furnished,8,30,31,7,4,2,0,0,"Gym, Playground",East,Broker,Under_Construction,2,0.26666666666666666,0
Assam,Guwahati,Locality_369,Independent House,2,4158,430.92,0.1,2010,Unfurnished,10,18,16,7,3,2,0,0,"Pool, Gym",South,Broker,Ready_to_Move,2,0.5555555555555556,0
Odisha,Cuttack,Locality_473,Villa,2,1690,461.35,0.27,2012,Furnished,6,7,14,6,2,1,0,1,"Playground, Pool, Garden, Clubhouse, Gym",West,Owner,Ready_to_Move,5,0.8571428571428571,0
Bihar,Patna,Locality_245,Apartment,4,2771,91.1,0.03,2020,Furnished,9,14,6,9,4,1,0,0,"Pool, Clubhouse",East,Owner,Under_Construction,2,0.6428571428571429,0
Chhattisgarh,Bilaspur,Locality_103,Villa,2,4772,28.56,0.01,2001,Unfurnished,3,10,25,10,2,3,0,1,"Playground, Pool, Garden",South,Broker,Under_Construction,3,0.3,1
Rajasthan,Jodhpur,Locality_265,Villa,3,1168,348.54,0.3,2012,Furnished,10,14,14,8,7,3,0,0,Gym,East,Owner,Ready_to_Move,1,0.7142857142857143,0
Bihar,Patna,Locality_16,Independent House,3,2961,25.49,0.01,2021,Unfurnished,23,28,5,4,5,3,1,1,"Playground, Gym, Garden, Pool, Clubhouse",North,Broker,Ready_to_Move,5,0.8214285714285714,1
Rajasthan,Jaipur,Locality_138,Apartment,3,3522,189.56,0.05,1997,Furnished,3,25,29,7,2,3,0,0,"Clubhouse, Garden, Playground",South,Builder,Under_Construction,3,0.12,1
Odisha,Cuttack,Locality_192,Villa,4,629,194.99,0.31,2004,Furnished,10,24,22,5,10,1,1,0,"Playground, Pool",East,Builder,Under_Construction,2,0.4166666666666667,0
Punjab,Ludhiana,Locality_457,Villa,1,1400,249.11,0.18,2000,Semi-furnished,15,18,26,2,4,1,0,0,"Pool, Garden",East,Broker,Under_Construction,2,0.8333333333333334,0
Uttarakhand,Haridwar,Locality_126,Villa,1,1374,184.22,0.13,1999,Unfurnished,10,13,27,6,10,1,0,1,Gym,North,Owner,Ready_to_Move,1,0.7692307692307693,0
Haryana,Faridabad,Locality_147,Villa,3,2312,199.12,0.09,2009,Unfurnished,5,23,17,5,5,1,0,1,"Gym, Clubhouse",West,Builder,Ready_to_Move,2,0.21739130434782608,0
Uttarakhand,Haridwar,Locality_340,Apartment,2,3178,229.45,0.07,1995,Furnished,2,12,31,10,10,2,0,0,Clubhouse,West,Builder,Under_Construction,1,0.16666666666666666,0
Punjab,Ludhiana,Locality_462,Apartment,2,3904,444.72,0.11,2001,Furnished,8,10,25,9,10,3,0,0,"Pool, Clubhouse, Garden, Playground, Gym",South,Broker,Under_Construction,5,0.8,0
Delhi,Dwarka,Locality_129,Villa,1,801,191.41,0.24,2004,Unfurnished,3,28,22,8,9,3,0,1,"Garden, Pool, Gym, Playground",North,Broker,Under_Construction,4,0.10714285714285714,0
Delhi,New Delhi,Locality_98,Villa,2,4187,240.81,0.06,2014,Unfurnished,16,23,12,9,6,2,1,0,Gym,South,Broker,Ready_to_Move,1,0.6956521739130435,0
Maharashtra,Nagpur,Locality_411,Apartment,2,2302,259.84,0.11,1990,Semi-furnished,8,15,36,9,4,1,1,1,"Clubhouse, Playground, Pool, Garden",East,Owner,Under_Construction,4,0.5333333333333333,0
Uttarakhand,Dehradun,Locality_356,Apartment,4,4413,370.5,0.08,2000,Semi-furnished,13,18,26,6,4,3,1,0,"Gym, Pool, Playground, Garden",North,Broker,Ready_to_Move,4,0.7222222222222222,1
